ISBN,Title,Author,Publisher,Pages,Date Published,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
0-385-49240-5,Little Girl Lost: One Woman's Journey Beyond Rape,"Joseph, Leisha",WaterBrook,240,10/19/1999,Paperback,"<p><p>&quot;all Of My Bible Heroes Are Survivors. I Guess All Of The People I Have Met In My Life And I Consider To Be My Heroes Are Survivors...this Book Is The Story Of A Survivor. It Is The Story Of A Remarkable Young Woman Who Did Not Allow Herself To Be A Victim But Became A Survivor. She Did Not Look For Social Issues Or Society To Blame But Turned Her Violation And Hurt Into Something Positive, Not Only For Her But For All Of The People In Her Life. This Is A Story Of God's Love And Grace And A Lesson Of Life...<i>little Girl Lost</i> Is Her Story's Title But The Story Of Her Life Should Be Called 'little Girl Triumphant.'&quot;<br>&#151;from The Foreword By Nicky Cruz<p>the Events Of Leisha Joseph's Life Are Sensational, But The Deeper Story Lies In Her Relationship To God, And In What She Can Now Teach Others Who Suffer From The Fear And Hurt That Result From Violence And Trauma.<p>as The Treasured Only Daughter Of An Upper-middle-class Family, Leisha, As Well As Her Brothers, Enjoyed A Happy Childhood. When She Was Eight Years Old, All This Changed Abruptly With The Death Of Her Father. The Strain On Her Mother Manifested Itself In Wild Behavior. In Between Frequent Stays In Private Mental Hospitals, She Brought Home A String Of Boyfriends, Some Of Whom Preferred Children And Made Their Way To Leisha's Bed. After Trying To Burn Down The House And Chasing Leisha With A Kitchen Knife, Her Mother Was Confined To The State Mental Hospital. While Friends And Family Lent A Hand, It Was Largely Up To Leisha And Her Brothers To Keep The Family Intact.<p>sadly, Leisha Experienced The Pain Of Isolation Because Of Her Family Situation. She Found God As A Teenager, But That Comfort Did Not Last Long. Leisha Became Disillusioned With Christianity And Began Taking Drugs Until An Overdose Had Her On Her Knees, Promising To Serve God All Her Life If He Saved Her. She Was Sober In An Instant, And Has Kept Her Promise.<p>just When She Had Managed To Turn Her Life Around And Was A Finalist In The Miss Teen Usa Pageant, Recently Graduated With Honors From High School, And Engaged To Marry A Godly Young Man, Leisha Experienced An Attack At The Hands Of A Serial Rapist. Yet God Intervened Once More, Giving Her The Words That Would Save Her Life And Would Eventually Cause Her Attacker To Confess In Court. Even When He Escaped And Came After Her, As He Had Threatened To Do, Leisha Refused To Let Fear Dominate Her Life. She Rejected The Advice Of The Witness Protection Program, Instead Relying On God's Saving Hands.</p>",en,Reprint,"Height: 8.5 Inches, Length: 5.56 Inches, Weight: 0.63052206932 Pounds, Width: 0.5 Inches",15,https://images.isbndb.com/covers/24/09/9780385492409.jpg,Success,136,22.3.4
0-440-50815-0,Passion,"De Angelis, Barbara",Random House Publishing Group,112,10/12/1999,Paperback,"<p><p>she Showed You The Secrets Of Loving.&#160;&#160;now Discover The Secrets Of Living.<p>use The Power Of Passion To Live The Life You've Always Wanted.<p>every Day Holds The Promise To Be Wonderful. Every Life Has The Potential To Be Great. Every Person Has The Power To Live Each Moment To The Fullest. The Secret Is In Living Life With Passion.<p>in This Wise And Uplifting Book, Bestselling Author And Renowned Relationships Expert Barbara De Angelis Shows You How To Reclaim The Passion Within You&#151;and How To Use It To Transform Your Career, Your Relationships, Even The Lives Of Those You Love. Drawing On Her Years Of Experience Helping Men And Women Learn New Ways Of Living And Loving, Barbara De Angelis Has Written An Inspirational Classic, A Book To Touch The Heart And Nourish The Soul. In It She Shows You How To&#58;<p>tap Into Your Own Source Of Passion Renew The Fire Of Intimate Relationships Break Down The Walls Of Indifference Around Your Heart Attract A Partner To Truly Share Your Passion&#151;in And Out Of The Bedroom Learn The Secrets For Developing True Charisma Discover How To Unleash Your Full Potential Become Fulfilled And Excited By Your Daily Life . . . At Work, Home, Or In A Lover's Arms</p>",en,,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.20062065842 Pounds, Width: 0.28 Inches",12,https://images.isbndb.com/covers/81/51/9780440508151.jpg,Success,136,22.3.4
0-385-33444-3,Under a Wing: A Memoir,"Lindbergh, Reeve",Delta,224,9/7/1999,Paperback,,en,1st Thus.,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.44 Pounds, Width: 0.75 Inches",15,https://images.isbndb.com/covers/44/40/9780385334440.jpg,Success,136,22.3.4
0-8070-4209-9,Don't Call Us Out of Name: The Untold Lives of Women and Girls in Poor America,"Dodson, Lisa",Beacon Press,260,9/25/1999,Paperback,"<p>A radically new vision of women and girls living below the poverty line; Lisa Dodson makes a frontal assault on conventional attitudes and stereotypes of women in poor America and the seriously misguided ""welfare reform"" policies of the end of the century.</p>
<p>""I hear Odessa, a thirty-two-year-old woman, speak at a forum on welfare reform. I ask her about the phrase she used, 'Don't call me out of name,' for it seemed to speak for a whole nation of people. Odessa tells me that women who have no money and no one to stand up for them get put into a bad position and they get misnamed. Most often they get called 'welfare mothers' or 'recipients,' words she will no longer acknowledge. With millions alongside her, Odessa has emerged by her own strength and some opportunity, and now she insists upon naming herself.""</p>
<p>While Lisa Dodson was working in a Charlestown factory twenty years ago, the stories of the women she worked with daily captivated her; she listened to them speak about harsh lives and their deep commitment to family and community. It was the beginning of Dodson's desire to learn the truth and write it down.</p>
<p>For over eight years, Dodson has been documenting the lives of girls and women-hundreds of white, African-American, Latino, Haitian, Irish, and other women in personal interviews, focus groups, surveys, and Life-History Studies. This book is a crossing—a class crossing—taking readers into fellowship with people who are seldom invited to speak but who have powerful stories to tell and who force us to abandon common myths that have been fed to us by the media about school dropouts, teen pregnancy, and welfare ""cheats."" Don't Call Us Out of Name delves deeply into the realities of their lives, often with surprising and uplifting stories of commonplace courage, unimaginable strength, and resourcefulness.</p>
<p>Lisa Dodson does not simply give us the truth about women living in poverty but offers realistic hope for meaningful policy reform based on the experience and analysis of the women we have seen so far only in stereotype and whose voices we have not truly heard. These women emerge as critical contributors to the creation of sound, humane public policy.</p>",en,1,"Height: 8 Inches, Length: 5 Inches, Weight: 1.79015356744 Pounds, Width: 1 Inches",22,https://images.isbndb.com/covers/20/90/9780807042090.jpg,Success,136,22.3.4
0-8070-3619-6,Engendering Judaism: An Inclusive Theology and Ethics,"Adler, Rachel",Beacon Press,304,9/10/1999,Paperback,,en,First Edition,"Height: 9 Inches, Length: 6 Inches, Weight: 0.91 Pounds, Width: 0.75 Inches",0,https://images.isbndb.com/covers/61/98/9780807036198.jpg,Success,136,22.3.4
0-8070-8547-2,Lost Woods: The Discovered Writing of Rachel Carson,"Carson, Rachel",Beacon Press,288,9/15/1999,Paperback,"Here Is A Trove Of Carson Writing Never Before Published Or Collected, Uncovered By Linda Lear, Author Of The Recent And Acclaimed Rachel Carson: Witness For Nature. Included Are Examples Of Her Early And Often Remarkable Nature Writing For Newspapers And For The Fish And Wildlife Service; Journal Observations On Shore Life; Letters, Including The Lost Woods Correspondence Concerning Her Efforts To Save Land In Her Beloved Maine, And Another, Written To Her Physician Near The End Of Her Life, That Reveals Carson's Fight To Be Told The Truth About Her Cancer Even As She Was Working To Expose The Hazards Of Pesticides. Lost Woods Also Creates A Vivid Record Of Carson's Activism. In Talks To National Groups, She Gives Astute Early Criticism Of The Ties Between Universities And Chemical Manufacturers, And Skewers Her Critics With Still-timely Precision.--jacket. Ch. 1. Undersea -- Ch. 2. My Favorite Recreation -- Ch. 3. Fight For Wildlife Pushes Ahead/chesapeake Eels Seek The Sargasso Sea -- Ch. 4. Ace Of Nature's Aviators -- Ch. 5. Road Of The Hawks -- Ch. 6. Island I Remember -- Ch. 7. Mattamuskeet: A National Wildlife Refuge -- Ch. 8. Memo To Mrs. Eales On Under The Sea-wind -- Ch. 9. Lost Worlds: The Challenge Of The Islands -- Ch. 10. New York Herald-tribune Book And Author Luncheon Speech -- Ch. 11. Jacket Notes For The Rca Victor Recording Of Claude Debussy's La Mer/national Symphony Orchestra Speech -- Ch. 12. Remarks At The Acceptance Of The National Book Award For Nonfiction -- Ch. 13. Design For Nature Writing -- Ch. 14. Mr. Day's Dismissal -- Ch. 15. Preface To The Second Edition Of The Sea Around Us -- Ch. 16. Our Ever-changing Shore -- Ch. 17. Four Fragments From Carson's Field Notebooks -- Ch. 18. Edge Of The Sea -- Ch. 19. Real World Around Us -- Ch. 20. Biological Sciences -- Ch. 21. Two Letters To Dorothy And Stanley Freeman -- Ch. 22. Lost Woods: A Letter To Curtis And Nellie Lee Bok -- Ch. 23. Clouds -- Ch. 24. Vanishing Americans -- Ch. 25. To Understand Biology/preface To Animal Machines --ch. 26. Fable For Tomorrow -- Ch. 27. Women's National Press Club Speech -- Ch. 28. New Chapter To Silent Spring -- Ch. 29. Letter To Dr. George Crile, Jr. -- Ch. 30. Pollution Of Our Environment -- Ch. 31. Letter To Dorothy Freeman. Edited And With An Introduction By Linda Lear. Includes Index.",en,60081st,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 1 Pounds, Width: 0.72 Inches",23,https://images.isbndb.com/covers/54/79/9780807085479.jpg,Success,136,22.3.4
0-8070-4641-8,"Off the Reservation: Reflections on Boundary-Busting, Border-Crossing Loose Cannons","Allen, Paula Gunn Gunn",Beacon Press,272,10/5/1999,Paperback,,en,,"Height: 9 Inches, Length: 6 Inches, Weight: 0.87 Pounds, Width: 0.68 Inches",22,https://images.isbndb.com/covers/64/18/9780807046418.jpg,Success,136,22.3.4
0-385-31486-8,In Our Time: Memoir of a Revolution,"Brownmiller, Susan",The Dial Press,368,11/9/1999,Hardcover,"Brownmiller's Reflections On The Feminist Utopian Vision And Her Dramatic Accounts, Rendered With Honesty And Humor, Of The Movement's Painful Internal Schisms As It Struggled To Give Voice To The Aspirations Of All Women. The Founders -- An Independent Movement -- Which Way Is Utopia? -- Confrontation -- Abortion Is A Woman's Right -- Enter The Media -- Full Moon Rising -- Rape Is A Political Crime Against Women -- Internal Combustion -- Feminist Author -- No Man Is Worth Dying For -- Its Name Is Sexual Harassment -- The Pornography Wars. Susan Brownmiller. Includes Bibliographical References (p. [333]-350) And Index.",en,First Edition,"Height: 9.5 Inches, Length: 6.5 Inches, Weight: 1.5 Pounds, Width: 1.25 Inches",24.95,https://images.isbndb.com/covers/48/62/9780385314862.jpg,Success,7,22.3.4
0-385-31486-8,In Our Time: Memoir of a Revolution,"Brownmiller, Susan",The Dial Press,368,11/9/1999,Hardcover,"Brownmiller's Reflections On The Feminist Utopian Vision And Her Dramatic Accounts, Rendered With Honesty And Humor, Of The Movement's Painful Internal Schisms As It Struggled To Give Voice To The Aspirations Of All Women. The Founders -- An Independent Movement -- Which Way Is Utopia? -- Confrontation -- Abortion Is A Woman's Right -- Enter The Media -- Full Moon Rising -- Rape Is A Political Crime Against Women -- Internal Combustion -- Feminist Author -- No Man Is Worth Dying For -- Its Name Is Sexual Harassment -- The Pornography Wars. Susan Brownmiller. Includes Bibliographical References (p. [333]-350) And Index.",en,First Edition,"Height: 9.5 Inches, Length: 6.5 Inches, Weight: 1.5 Pounds, Width: 1.25 Inches",24.95,https://images.isbndb.com/covers/48/62/9780385314862.jpg,Success,136,22.3.4
1-55670-942-0,Conversations with the Goddesses: Revealing the Divine Power Within You,Agapi Stassinopoulos,Harry N. Abrams,144,10/13/1999,Paperback,,en,,"Height: 10.25 Inches, Length: 7 Inches, Weight: 1.2 Pounds, Width: 0.75 Inches",19.95,https://images.isbndb.com/covers/94/25/9781556709425.jpg,Success,137,22.3.4
0-8070-6791-1,Quintessence...Realizing the Archaic Future: A Radical Elemental Feminist Manifesto,"Daly, Mary",Beacon Press,304,10/5/1999,Paperback,"<p><p>a Radical Elemental Feminist Manifesto<p>a New Book From An Extraordinary Woman And . . . The Foremost Feminist Theoretician In The U.s. (the New York Times).<p>suffused With Her Inimitable Word Play And Stunning Intelligence, And Embodying A Balance Of Mysticism And Critical Theory, Daly's Clarion Call To Uncover The Quintessence Of The Universe Is Quite An Intriguing Tune. -on The Issues <p></p> <h3>on The Go Series</h3> <p>suffused With Her Inimitable Word Play And Stunning Intelligence, And Embodying A Balance Of Mysticism And Critical Theory, Daly's Clarion Call To Uncover The Quintessence Of The Universe Is An Intriguing Tune.</p>",en,,"Height: 9 Inches, Length: 6.01 Inches, Weight: 0.91 Pounds, Width: 0.79 Inches",18,https://images.isbndb.com/covers/79/18/9780807067918.jpg,Success,137,22.3.4
0-8070-7951-0,Trans Liberation: Beyond Pink or Blue,"Feinberg, Leslie",Beacon Press,160,10/10/1999,Paperback,"<p><p> This Stirring Call For Tolerance And Solidarity From The Acclaimed Activist And Author Of Transgender Warriors Collects Leslie Feinberg's Speeches On Trans Liberation And Its Essential Connection To The Liberation Of All People. <p>leslie Feinberg Is Author Of The Underground Classic Stone Butch Blues.<p></p> <h3>publishers Weekly</h3> <p>this Collection Of Occasionally Repetitious Talks That Feinberg Gave In The Spring Of 1997 Is Balanced By The Inclusion Of Interviews With Other Transgender Warriors. Feinberg (stone Butch Blues; Transgender Warriors) Continues Here Her Explication Of Prevalent Gender Dogma--of What It Means To Be A `real' Woman Or A `real' Man--and Assesses Medical Professionals' Treatment Of Society's Others. The Latter Category Includes Women Like Herself, And Men In The Process Of Evolving Alternative Gender Identities And Who Thus Present A Social Contradiction: I've Lived Parts Of My Life As A Straight Woman, As A Butch Dyke, As A Man--both Straight And Faggot, Says One. Capsule Portraits Include Latino Lesbian Michael Hernandez, Stonewall Veteran Sylvia Rivera And Craig Hickman, Who Invokes Rupaul's Dictum That Gender Is Performance. Feinberg Highlights Outdated Legal Statutes Prohibiting Cross-dressing, And The Social And Economic Consequences Of Their Implementation. She Also Discusses Gender Reassignment Surgery, Which She Says Is Standard Practice In The U.s. For Infants Born With Seemingly Ambiguous Genitalia, But Which She Sees As More Of A Service To Worried Parents Than For The Children. Above All, Feinberg Seeks A Reordering Of Society, With Unity As The Ultimate Goal, And Gives Frequent Examples Of The Commonalities That Transcend Race, Social Class, Physical Abilities And Gender. The Material Here Was Meant To Be Delivered Orally, Giving The Text An Immediacy That Makes The Message All The More Compelling, Although Readers Familiar With Feinberg's Earlier Writings Will Find It Somewhat Repetitive. (oct.)</p>",en,unknown,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.40565056208 Pounds, Width: 0.35 Inches",19,https://images.isbndb.com/covers/95/15/9780807079515.jpg,Success,137,22.3.4
0-8070-7214-1,Lanterns: A Memoir of Mentors,"Edelman, Marian Wright",Beacon Press,208,10/15/1999,Hardcover,"Marian Wright Edelman, The Most Influential Children's Advocate In The Country (the Washington Post), Shares Stories From Her Life At The Center Of This Century's Most Dramatic Civil Rights Struggles. She Pays Tribute To The Extraordinary Personal Mentors Who Helped Light Her Way: Martin Luther King, Jr., Robert F. Kennedy, Fannie Lou Hamer, William Sloane Coffin, Ella Baker, Mae Bertha Carter, And Many Others.--jacket. Lanterns Takes Us To Mississippi In The 1960s, Where Edelman Was The First And Only Black Woman Lawyer. And We Follow Edelman As She Leads Bobby Kennedy On His Fateful Trip To See Mississippi Poverty And Hunger For Himself, A Powerful Personal Experience For The Young Rfk That Helped Awaken A Nation's Conscience To Child Hunger And Poverty.--jacket. Parents As Mentors: Arthur Jerome And Maggie Leola Bowen Wright -- Community Elders As Co-parents And Mentors: Miz Tee, Miz Lucy, Miz Kate, And Miz Amie -- Teachers And Their Messages -- Spelman College: A Safe Haven: Benjamin Elijah Mays, Howard Zinn, And Charles E. Merrill, Jr. -- Europe -- Martin Luther King, Jr., And A Spring Of Change -- The Yale Years: William Sloane Coffin, Jr., Malcolm X, And Getting Ready For Mississippi -- The Mississippi Years -- Mississippi Mentors: Bob Moses, Fannie Lou Hamer, Mae Bertha Carter, And Unita Blackwell -- Martin Luther King, Jr., And R.f.k.: A Season Of Hope For The Hungry -- Movement Time -- Great Black Women Mentors And Movement Builders: Harriet Tubman, Sojourner Truth, Mary Mcleod Bethune, Septima Clark, And Ella Baker -- Our Children As Mentors -- America As Mentor For Its Children And The World -- A Parent's Pledge And Twenty-five More Lessons For Life. Marian Wright Edelman. Includes Bibliographical References (p. 177-180).",en,First Edition,"Height: 8.8 Inches, Length: 5.6 Inches, Weight: 0.89948602896 Pounds, Width: 0.7 Inches",0,https://images.isbndb.com/covers/21/41/9780807072141.jpg,Success,137,22.3.4
0-8070-7217-6,Night Bloom: An Italian-American Life (Bluestreak),"Cappello, Mary",Beacon Press,280,10/10/1999,Paperback,"Of the mysterious Night Blooming Cereus, Mary Cappello writes: ""The flower fell into our neighborhood like a shooting star."" That neighborhood was a working-class suburb of Philadelphia riven by class distinction and haunted by contradiction. In tracing the marks that immigration and assimilation have left on her Italian-American family, Cappello also offers us her family's unsung art-their gardens, letters, and rosary beads-for the lessons they teach us about desire, creativity, and loss.",en,1,"Height: 7.99 Inches, Length: 5.39 Inches, Weight: 0.62390820146 Pounds, Width: 0.66 Inches",16,https://images.isbndb.com/covers/21/72/9780807072172.jpg,Success,137,22.3.4
0-8070-3649-8,Women Who Would Be Rabbis: A History of Women's Ordination 1889-1985,"Nadell, Pamela Susan",Beacon Press,324,10/10/1999,Paperback,,en,,"Height: 9 Inches, Length: 6 Inches, Weight: 0.95019234922 Pounds, Width: 0.7 Inches",25,https://images.isbndb.com/covers/64/95/9780807036495.jpg,Success,137,22.3.4
0-8070-7210-9,Saffron Sky: A Life Between Iran and America,"Asayesh, Gelareh",Beacon Pr,222,1999,Hardcover,"Gelareh Asayesh Is Young And Talented - A Journalist Who Has Worked At The Nation's Best Newpapers, An American Success Story. Prologue: The Dream -- I. Return -- Ii. Homecoming: America -- Iii. Childhood -- Iv. Break -- V. Gulf -- Vi. Homecoming: Iran -- Vii. Fault Lines -- Viii. Crisis -- Ix. Connection -- X. In Between. Gelareh Asayesh.",en,,"Height: 9 Inches, Length: 5.75 Inches, Weight: 0.95 Pounds, Width: 0.75 Inches",24,https://images.isbndb.com/covers/21/03/9780807072103.jpg,Success,137,22.3.4
0-8070-3617-X,Voices of the Matriarchs: Listening to the Prayers of Early Modern Jewish Women,"Weissler, Chava",Beacon Press,300,11/10/1999,Paperback,"<p><P>Finalist for the National Jewish Book Award for 1998<P>With <i>Voices of the Matriarchs</i>, Chava Weissler restores balance to our knowledge of Judaism by providing the first look at the Yiddish prayers women created during centuries of exclusion from men's observance. In Weissler's hands, these prayers (called thkines) open a new window into early modern European Jewish women's lives, beliefs, devotion, and relationships with God.</p> <h3>Publishers Weekly</h3> <p>A heartfelt tkhine--a plea to God--to bless the Sabbath bread as it is placed in the oven provides a fitting opener for this book in which Weissler (Religion, Lehigh) delves into the prayers of Jewish women in early modern Europe. Her study reveals a nearly lost genre of Jewish literature. She recovers and showcases the words of Yiddish women who prayed faithfully and frequently for blessings during everyday occurrences, such as the lighting of the Sabbath candles, and when preparing for the holidays, especially for the Days of Awe--Rosh Hashanah and Yom Kippur. Weissler examines the tkhine not only as lovely prose but as a reflection of the devotional lives of 17th-19th century Jewish women. Individual chapters focus on tkhines for pregnancy, childbirth, candle lighting and death, and a number of tkhines are reproduced in all their beauty and simplicity: May it be Thy Will, Lord our God, God of our Fathers, to bring on the coming month for our good and blessing. Weissler deftly blends historic poetry and scholarly text in this look at an important facet of Jewish history. (Nov.)</p>",en,None,"Height: 8.98 Inches, Length: 5.99 Inches, Weight: 0.91271376468 Pounds, Width: 0.62 Inches",20,https://images.isbndb.com/covers/61/74/9780807036174.jpg,Success,137,22.3.4
0-8070-8347-X,Mosquito (Bluestreak),"Jones, Gayl",Beacon Press,624,2/1/2000,Paperback,"<p>One does not read Gayl Jones; Gayl Jones allows you into her space, and she shares her story with you. She sets the rhythm. She sets the pace. You're invited to come along, if you must. While the invitation may appear casual, even aloof, the writing is not. And once you step inside her latest book, <i>Mosquito</i>, Jones will keep you dazzled by her language, humor, breadth of knowledge, and sheer creative intellect. For its volume alone you may want to put the book down, but as Nadine, Jones's main character might say, Now, you didn't have to come in the first, but you here now and I gots somethin' to say. You will listen, and you will enjoy.</p><h3>Chicago Tribune</> - Sandra Scofield</h3><p><I>Mosquito</i> will amuse and confuse and instruct and pique and exhaust you. Sometimes the anecdotes are so good you call up friends to share them. There are a hundred times you want to shout, 'Right on!' </p>",en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 1.7 Pounds, Width: 1.5 Inches",18,https://images.isbndb.com/covers/34/75/9780807083475.jpg,Success,137,22.3.4
0-8070-6512-9,"A Darker Ribbon: Breast Cancer, Women, and Their Doctors in the Twentieth Century","Leopold, Ellen",Beacon Pr,334,1999,Hardcover,"In A Darker Ribbon, Ellen Leopold Looks Closely At The Relationship Between Women And Their Doctors And Shows How Sexual Politics Only Recently Have Transformed The Interactions Between Breast Cancer Patient And Physician.--jacket. At The Heart Of The Book Are Two Unpublished Correspondences That Dramatize The Slow Pace Of Change And The Still-timely Issues Of Patient Disclosure, Privacy, And Informed Consent. One Is Between A Woman Diagnosed With Breast Cancer Eighty Years Ago And Her Surgeon, William Stewart Halsted, Father Of The Radical Mastectomy. The Second Features The Letters Of Rachel Carson, Who Was Writing And Defending Her Environmental Classic Silent Spring As She Was In The Final Stages Of Breast Cancer. These Letters Are Invaluable Women's Health History, And A Poignant And Inspirational Record Of Carson Fighting Her Way Out Of The Role Of Compliant Patient To Become Instead An Advocate For Herself, Her Own Case Manager In The Days Before Such A Phrase Had Ever Been Coined.--jacket. The Prehistory Of Breast Cancer -- The Dominance Of Surgery -- A Really Hideous Mutilation: The Radical Mastectomy In The Correspondence Of A Breast Cancer Patient And Her Surgeon, William Stewart Halsted, 1917-22 -- A Private Little Hell: The Letters Of Rachel Carson And Dr. George Crile, Jr., 1960-64 -- The Battle For The Breast -- Breast Cancer Within The History Of The Women's Health Movements -- From The Closet To The Commonplace, 1945-75 -- At The Close Of The Century -- The Last Word: Obituaries. Ellen Leopold. Includes Bibliographical References (p. 317-327) And Index.",en,First Edition,"Height: 9.5 Inches, Length: 6.75 Inches, Weight: 1.35 Pounds, Width: 1.25 Inches",0,https://images.isbndb.com/covers/51/29/9780807065129.jpg,Success,137,22.3.4
0-8070-0948-2,Mother to Mother,"Magona, Sindiwe",Beacon Pr,210,1999,Paperback,"An American Girl Is Murdered By Blacks In 1993 South Africa While Preparing Them For Democracy. The Novel Is In The Form Of A Letter To The Girl's Mother, From The Mother Of One Of The Killers, Describing The Way Apartheid Brutalized Her Son. A First Novel Based On Real Events By A Black South African Writer. Sindiwe Magona.",en,First Edition,"Height: 9 Inches, Length: 5.75 Inches, Weight: 0.9 Pounds, Width: 1 Inches",20,https://images.isbndb.com/covers/94/82/9780807009482.jpg,Success,137,22.3.4
0-8070-6515-3,"The Leap Years: Women Reflect on Change, Loss and Love","Mary Anne Maier, Joan Shaddox Isom",Beacon Pr,234,1999,Paperback,"Women Reflect on Change, Loss, and Love<br>

<br>

Twenty-nine women write of the experiences that have transformed their lives. Essays by Diane Ackerman, Margaret Atwood, Diane Glancy, Joan Halperin, Maxine Kumin, Madeleine L'Engle, Gloria Wade-Gayles, and more appear alongside pieces by exciting upand-coming writers. From Beth Kephart's reassessment of her relationship with the world after a near-death experience to Joan Arcari's humorous account of her double life as career girl/mother, each voice illuminates a time and place familiar to us all.",en,2nd ed.,"Height: 8.75 Inches, Length: 5.75 Inches, Weight: 0.66 Pounds, Width: 0.75 Inches",1.99,https://images.isbndb.com/covers/51/50/9780807065150.jpg,Success,137,22.3.4
0-8118-2478-0,Wonder Woman Address Book,DC Comics,Chronicle Books,144,7/1/1999,Hardcover,,en,MIN,"Height: 5.5 Inches, Length: 4.4 Inches, Weight: 0.45856150496 Pounds, Width: 0.8 Inches",13.95,https://images.isbndb.com/covers/47/81/9780811824781.jpg,Success,138,22.3.4
0-8118-2196-X,Wonder Woman Notecards [With Envelopes],Chronicle Books,,,1998,Novelty,,en,,,0,https://images.isbndb.com/covers/19/64/9780811821964.jpg,Success,138,22.3.4
0-8070-6221-9,The Beacon Best of 1999: Creative Writing by Women and Men of All Colors (Beacon Anthology),,Beacon Press,324,10/25/2000,Paperback,,en,First Edition,"Height: 8.27 Inches, Length: 5.5 Inches, Weight: 0.81350574678 Pounds, Width: 0.87 Inches",14,https://images.isbndb.com/covers/22/10/9780807062210.jpg,Success,138,22.3.4
0-8070-0919-9,Plum Bun: A Novel Without a Moral,Jessie Redmon Fauset,Beacon Press,408,12/15/1999,Paperback,"<p><P>Written in 1929 at the height of the Harlem Renaissance by one of the movement's most important and prolific authors, <i>Plum Bun</i> is the story of Angela Murray, a young black girl who discovers she can pass for white. After the death of her parents, Angela moves to New York to escape the racism she believes is her only obstacle to opportunity. What she soon discovers is that being a woman has its own burdens that don't fade with the color of one's skin, and that love and marriage might not offer her salvation.</p>",en,1,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.9 Pounds, Width: 1 Inches",22,https://images.isbndb.com/covers/91/92/9780807009192.jpg,Success,138,22.3.4
0-8070-6603-6,"I, Carmelita Tropicana: Performing between Cultures (Bluestreak)","Troyano, Alina",Beacon Press,220,2/15/2000,Paperback,"Alina Troyano's One-woman Shows, Plays, And Essays Have Astonished Audiences And Readers With Their Creativity, Humor, And Crackling Political Energy. I, Carmelita Tropicana Offers The First Comprehensive Collection Of Her Work, From Memorias De La Revolucion (with Uzi Parnes) To Your Kunst Is Your Waffen (with Ela Troyano). Plays / Performance Script -- Memorias De La Revolucion / Memories Of The Revolution (by Carmelita Tropicana And Uzi Parnes) -- Milk Of Amnesia / Leche De Amnesia -- Chicas 2000 -- Sor Juana: The Nightmare (a Work In Progress By Carmelita Tropicana And Ela Troyano) -- Screenplay -- Carmelita Tropicana: Your Kunst Is Your Waffen (screenplay By Carmellita Tropicana And Ela Troyano) -- Short Performance Scripts And Essays -- The Conquest Of Mexico As Seen Through The Eyes Of Hernan Cortes's Horse (by Carmelita Tropicana And Uzi Parnes) (excerpt) -- Performance Art Manifesto -- Radio Spot For Wnyc -- El Recibo Social / The Social Visit -- Food For Thought. Alina Troyano With Ela Troyano And Uzi Parnes ; Edited By Chon A. Noriega. Includes Bibliographical References.",en,,"Height: 8.75 Inches, Length: 5.5 Inches, Weight: 0.64 Pounds, Width: 0.5 Inches",19,https://images.isbndb.com/covers/60/34/9780807066034.jpg,Success,138,22.3.4
0-8070-6603-6,"I, Carmelita Tropicana: Performing between Cultures (Bluestreak)","Troyano, Alina",Beacon Press,220,2/15/2000,Paperback,"Alina Troyano's One-woman Shows, Plays, And Essays Have Astonished Audiences And Readers With Their Creativity, Humor, And Crackling Political Energy. I, Carmelita Tropicana Offers The First Comprehensive Collection Of Her Work, From Memorias De La Revolucion (with Uzi Parnes) To Your Kunst Is Your Waffen (with Ela Troyano). Plays / Performance Script -- Memorias De La Revolucion / Memories Of The Revolution (by Carmelita Tropicana And Uzi Parnes) -- Milk Of Amnesia / Leche De Amnesia -- Chicas 2000 -- Sor Juana: The Nightmare (a Work In Progress By Carmelita Tropicana And Ela Troyano) -- Screenplay -- Carmelita Tropicana: Your Kunst Is Your Waffen (screenplay By Carmellita Tropicana And Ela Troyano) -- Short Performance Scripts And Essays -- The Conquest Of Mexico As Seen Through The Eyes Of Hernan Cortes's Horse (by Carmelita Tropicana And Uzi Parnes) (excerpt) -- Performance Art Manifesto -- Radio Spot For Wnyc -- El Recibo Social / The Social Visit -- Food For Thought. Alina Troyano With Ela Troyano And Uzi Parnes ; Edited By Chon A. Noriega. Includes Bibliographical References.",en,,"Height: 8.75 Inches, Length: 5.5 Inches, Weight: 0.64 Pounds, Width: 0.5 Inches",19,https://images.isbndb.com/covers/60/34/9780807066034.jpg,Success,138,22.3.4
0-374-17540-3,In America,"Sontag, Susan",Farrar Straus & Giroux,387,2000,Hardcover,,en,First Edition,"Height: 9.75 Inches, Length: 6.5 Inches, Weight: 1.55 Pounds, Width: 1.5 Inches",26,https://images.isbndb.com/covers/54/05/9780374175405.jpg,Success,138,22.3.4
